Id,Name,Identity,Alignment,Eyes,Hair,Sex,Alive,Appearances,First_appeared,Planet,Universe
10063,Victor Sono,Public,Bad,Photocellular,Brown,Male,Yes,1,"2008, March",New Earth,DC
10066,Alexander Burgess,Public,Bad,Brown,Red,Male,Yes,4,"1989, January",New Earth,DC
10067,Anthony Ivo,Secret,Bad,Blue,Black,Male,Yes,57,"1960, July",New Earth,DC
10069,Mister Finish,Secret,Bad,Red,Brown,Male,Yes,1,"1997, September",New Earth,DC
10071,Hudson Pyle,Secret,Neutral,Brown,Brown,Male,No,6,"1992, June",New Earth,DC
10072,Sakki,Secret,Bad,Red,Black,Male,Yes,4,"2002, March",New Earth,DC
10075,Wade LaFarge,Secret,Bad,Blue,Grey,Male,No,10,"1994, October",New Earth,DC
10077,Ayrn,Public,Bad,Black,Black,Male,Yes,3,"1977, August",New Earth,DC
10078,Dro Dorno,Public,Bad,Hazel,Black,Male,Yes,1,"1962, November",New Earth,DC
10080,Penthesilea,Public,Bad,Brown,Brown,Female,No,9,"1989, August",New Earth,DC
10083,Christopher Ambler,Public,Good,Blue,Red,Male,Yes,12,"1950, September",New Earth,DC
10086,Andrew Flint,Non-dual,Good,Brown,Black,Male,Yes,22,"1987, September",New Earth,DC
10092,Peter Mortimer,Secret,Bad,Black,Brown,Male,No,9,"1968, February",New Earth,DC
10093,Tomar-Tu,Secret,Good,White,Black,Male,Yes,82,"1990, October",New Earth,DC
10095,Roger Elliot,Secret,Bad,Green,Blond,Male,No,6,"2003, February",New Earth,DC
10099,Melanie Boulder,Public,Good,Green,Blond,Female,Yes,6,"1989, February",New Earth,DC
10101,Henry Henshaw,Secret,Bad,Blue,Black,Male,Yes,96,"1990, May",New Earth,DC
10103,Fang Zhifu,Secret,Neutral,Blue,Black,Male,Yes,39,"2006, June",New Earth,DC
10108,Thaddeus Hoskins,Secret,Bad,Blue,Black,Male,Yes,1,"1998, December",New Earth,DC
10110,Lord Moonstone,Public,Good,Brown,Black,Male,Yes,14,"1983, November",New Earth,DC
10116,Giggs,Public,Bad,Green,Grey,Male,Yes,5,"2006, October",New Earth,DC
10118,Ethel Cripps,Secret,Good,Brown,Red,Female,Yes,6,"1989, January",New Earth,DC
10119,John Chan,Public,Good,Yellow,No,Male,Yes,19,"1994, October",New Earth,DC
10122,Trogg,Secret,Bad,Brown,Black,Male,Yes,20,"1993, January",New Earth,DC
10133,Calvin Durham,Public,Good,Green,Brown,Male,Yes,15,"1977, September",New Earth,DC
10134,Simon Petrarch,Secret,Bad,Blue,Black,Male,Yes,3,"1990, October",New Earth,DC
10138,Maude Stone,Public,Good,Brown,White,Female,Yes,19,"1984, August",New Earth,DC
10141,Nicholas Kovak,Secret,Good,Blue,Black,Male,Yes,24,1993,New Earth,DC
10144,Alexandra Allston,Secret,Bad,Brown,White,Female,Yes,8,"2004, September",New Earth,DC
10147,Bizarro Hawkgirl,Secret,Bad,Blue,Brown,Female,Yes,4,"2007, November",New Earth,DC
10148,Professor Ojo,Secret,Bad,Red,Black,Male,Yes,4,"1977, August",New Earth,DC
10149,Psykosis,Secret,Bad,Brown,Brown,Male,Yes,1,1999,New Earth,DC
10150,Terrence McGinnis,Secret,Good,Red,Black,Male,Yes,6,"2010, August",New Earth,DC
10152,Delores Stebbins,Secret,Bad,Black,Red,Female,Yes,4,"2011, February",New Earth,DC
10157,Steven Brockman,Public,Bad,Black,Brown,Male,Yes,1,"1986, December",New Earth,DC
10158,Ilona Markov,Secret,Good,One,Red,Female,No,15,"1986, February",New Earth,DC
10161,Mister Keeper,Secret,Bad,Brown,Brown,Male,Yes,7,"1942, December",New Earth,DC
10162,Gaius Marcus,Secret,Bad,Brown,Blond,Male,Yes,11,"1996, September",New Earth,DC
10164,Hoppy,Secret,Good,Blue,Pink,Male,Yes,1,"1997, August",New Earth,DC
10169,Susan Morrison,Public,Good,Green,Black,Female,Yes,6,"2002, May",New Earth,DC
10170,Setag Retss,Public,Bad,Violet,Bald,Male,Yes,3,"2007, August",New Earth,DC
10172,Blank Slate,Public,Bad,Blue,No,Unknown,Yes,11,"2000, March",New Earth,DC
10173,E.S. Pete,Secret,Good,White,Black,Male,Yes,1,"2006, October",New Earth,DC
10174,Destruction,Secret,Neutral,Brown,Red,Male,Yes,11,1991,New Earth,DC
10183,Richard Agoras,Secret,Bad,Green,Black,Male,Yes,3,"1999, December",New Earth,DC
10188,Lili de Neuve,Secret,Good,Red,Brown,Female,No,14,"1968, May",New Earth,DC
10193,Meda,Non-dual,Good,Blue,Brown,Female,Yes,1,"1991, November",New Earth,DC
10205,Angela Revere,Public,Neutral,Green,Black,Female,Yes,14,"1986, June",New Earth,DC
10210,Southside,Secret,Bad,Blue,Blue,Male,Yes,1,"2011, April",New Earth,DC
10214,Sondra Fuller,Secret,Bad,Black,Brown,Female,Yes,15,"1987, July",New Earth,DC
10215,Steven Smith,Public,Good,Blue,Blond,Male,Yes,32,"1972, October",New Earth,DC
10216,Ekin Tzu,Public,Neutral,Brown,Black,Male,Yes,5,"2000, April",New Earth,DC
10225,Zauriel,Public,Good,Red,White,Male,Yes,108,"1997, June",New Earth,DC
10227,Roscoe Dillon,Secret,Bad,Blue,Brown,Male,No,58,"1961, August",New Earth,DC
10232,Heatstroke,Secret,Bad,Purple,Red,Female,Yes,24,"1984, April",New Earth,DC
10233,Haifisch,Public,Bad,Blue,Grey,Male,No,6,"1984, April",New Earth,DC
10234,Bizarro Jimmy Olsen,Secret,Good,Black,Red,Male,Yes,5,"2007, October",New Earth,DC
10235,Vestina,Secret,Good,Brown,Black,Female,Yes,1,"1999, November",New Earth,DC
10245,Bugg,Secret,Bad,Red,Brown,Male,Yes,10,"2002, November",New Earth,DC
10248,Hercules,Public,Neutral,Blue,Black,Male,Yes,11,"1991, September",New Earth,DC
10251,Silversmith,Public,Bad,Brown,Brown,Male,Yes,1,"1981, June",New Earth,DC
10252,Rex Stewart,Secret,Good,Red,Red,Male,Yes,1,"2010, August",New Earth,DC
10254,Kelex,Public,Neutral,Photocellular,Black,Genderless,No,30,"1988, February",New Earth,DC
10255,Voss,Public,Good,Red,Black,Male,Yes,6,"1983, October",New Earth,DC
10261,Dodger,Secret,Neutral,Brown,Brown,Male,Yes,8,"2008, June",New Earth,DC
10265,Jabah,Public,Bad,Red,Black,Male,Yes,2,"1939, July",New Earth,DC
10273,Kilowog,Public,Good,Red,Black,Male,Yes,299,"1986, June",New Earth,DC
10276,Karl Hellfern,Secret,Bad,Brown,Black,Male,Yes,23,"1939, July",New Earth,DC
10279,Doc,Public,Good,Green,Black,Male,Yes,45,"1983, June",New Earth,DC
10282,Millie,Public,Good,Blue,Pink,Female,Yes,1,"1997, August",New Earth,DC
10284,Slodd,Secret,Bad,Blue,Black,Male,No,3,"1993, August",New Earth,DC
10286,Chato Santana,Secret,Good,Black,Brown,Male,Yes,6,"2008, November",New Earth,DC
10289,Dagmar Procjnow,Public,Good,Brown,Black,Female,Yes,17,"2000, August",New Earth,DC
10293,Lady Nightingale,Secret,Bad,Green,Grey,Female,Yes,1,"2010, December",New Earth,DC
10298,Bride,Public,Good,Black,Black,Female,Yes,11,"2006, April",New Earth,DC
10300,Cutlass Charlie,Secret,Bad,Brown,Black,Male,Yes,2,"1968, March",New Earth,DC
10301,Jack Spheer,Public,Bad,Blue,Grey,Male,Yes,3,"2002, September",New Earth,DC
10304,Nickels,Non-dual,Good,Brown,Grey,Male,Yes,1,"1989, April",New Earth,DC
10308,Henry Crawford,Secret,Good,Blue,White,Male,Yes,1,"1978, September",New Earth,DC
10311,Matthew Stuart,Public,Bad,Blue,Blond,Male,Yes,8,"1998, August",New Earth,DC
10317,Kendall Stuart,Public,Good,Blue,Brown,Male,No,3,"1996, March",New Earth,DC
10322,Cinnamon II,Public,Good,Green,Red,Female,Yes,7,"2003, October",New Earth,DC
10326,Doll Man II,Secret,Good,Brown,Bald,Male,Yes,1,"2000, October",New Earth,DC
10327,Gregor Markov,Public,Good,Red,Brown,Male,No,20,"1983, August",New Earth,DC
10329,Theresa Zimmer,Secret,Bad,Red,Black,Female,No,12,"1986, December",New Earth,DC
10330,Nebel,Secret,Bad,Green,Grey,Male,Yes,4,"1985, April",New Earth,DC
10341,Chloe Sullivan,Public,Good,Blue,Blond,Female,Yes,5,"2010, November",New Earth,DC
10347,Dawg,Public,Bad,Red,White,Male,No,11,"1991, December",New Earth,DC
10348,Porpy the Porpoise,Public,Good,Blue,Brown,Unknown,Yes,1,"1962, June",New Earth,DC
10349,Elizabeth Clawman,Public,Good,Brown,Black,Female,Yes,21,"1988, January",New Earth,DC
10362,Inada Akatsu,Public,Good,Black,Black,Male,Yes,1,1989,New Earth,DC
10366,Rama Khan,Secret,Neutral,Brown,Black,Male,No,8,"2002, March",New Earth,DC
10368,Cockatoo,Non-dual,Bad,Red,Black,Female,No,1,"1996, April",New Earth,DC
10369,El Papagayo II,Secret,Bad,Brown,Black,Male,No,2,"1949, December",New Earth,DC
10370,Munchukk,Public,Good,Brown,Grey,Male,No,18,"1993, August",New Earth,DC
10371,David Sutabi,Public,Bad,Blue,Black,Male,Yes,1,"2005, March",New Earth,DC
10374,Pallas Athena,Public,Neutral,Grey,Brown,Female,Yes,118,"1958, May",New Earth,DC
10379,Crazy Shy Lolita Canary,Secret,Good,Blue,Blond,Female,Yes,16,"2008, August",New Earth,DC
10391,Splitshot,Secret,Bad,White,Bald,Male,Yes,3,"2005, October",New Earth,DC
10394,Sister Anne-Marie,Public,Neutral,Blue,Brown,Female,No,11,"1985, June",New Earth,DC
10399,Jewelee,Secret,Bad,Blue,Blond,Female,Yes,33,"1988, July",New Earth,DC
10401,Erich Thonius,Secret,Good,Black,Blond,Male,No,2,"2005, August",New Earth,DC
10411,Bizarro Robin,Secret,Bad,Green,Black,Male,Yes,1,"2007, December",New Earth,DC
10412,Gat Benson,Public,Bad,Black,Black,Male,No,8,"1940, February",New Earth,DC
10414,Ral-Dar,Public,Bad,Grey,Blond,Male,Yes,3,"2009, September",New Earth,DC
10415,Cynthia Reynolds,Secret,Good,Blue,Black,Female,Yes,134,"1984, October",New Earth,DC
10433,Marauder II,Secret,Bad,Blue,Brown,Male,No,8,"2004, December",New Earth,DC
10438,Preston Lindsay,Public,Good,Blue,Blond,Male,Yes,39,"1995, April",New Earth,DC
10439,Craydl,Non-dual,Neutral,Green,Red,Unknown,Yes,8,"1999, July",New Earth,DC
10441,John Mercado,Secret,Good,Brown,Brown,Male,Yes,8,"2004, February",New Earth,DC
10442,Shakira,Public,Good,Brown,Black,Female,Yes,68,"1980, April",New Earth,DC
10447,Boodikka,Public,Good,Green,Black,Female,No,77,"1992, January",New Earth,DC
10448,Corky Charles,Public,Bad,Blue,White,Male,Yes,5,"2006, May",New Earth,DC
10451,Cole Parker,Public,Bad,White,Brown,Male,No,6,"2002, January",New Earth,DC
10458,Jennifer Jurden,Public,Good,Blue,Brown,Female,Yes,12,"1992, February",New Earth,DC
10464,Amber II,Secret,Good,Brown,Black,Female,Yes,4,"1985, March",New Earth,DC
10470,Edgar Cizko,Secret,Bad,Blue,Black,Male,Yes,71,"1991, May",New Earth,DC
10474,Conundrum,Public,Bad,Blue,Black,Female,Yes,1,"2009, October",New Earth,DC
10478,Louis Sendak,Secret,Good,Brown,Brown,Male,No,14,"1993, November",New Earth,DC
10479,Hemo-Goblin,Public,Bad,White,Brown,Male,No,1,"1988, September",New Earth,DC
10482,Merd,Public,Bad,Red,Red,Male,Yes,3,"1992, February",New Earth,DC
10486,Paul Deisinger,Secret,Bad,Hazel,Black,Male,Yes,2,"1999, September",New Earth,DC
10502,Odalys Valdez,Public,Bad,Brown,Black,Female,No,11,"2001, December",New Earth,DC
10503,Voldar,Public,Good,Green,Black,Male,Yes,2,"1995, December",New Earth,DC
10504,Natasha Irons,Public,Good,Brown,Black,Female,Yes,99,"1994, February",New Earth,DC
10508,Bratwurst,Secret,Bad,Blue,Blond,Male,Yes,2,"1992, March",New Earth,DC
10511,Daedalus Boch,Secret,Bad,White,Black,Male,No,4,"2003, July",New Earth,DC
10517,Galte-Re,Public,Good,Brown,Brown,Male,Yes,1,"1983, January",New Earth,DC
10527,Hippolyta Milton,Public,Neutral,Purple,Purple,Female,Yes,11,"1994, March",New Earth,DC
10529,Empathy,Secret,Good,Blue,Red,Female,Yes,2,"2008, March",New Earth,DC
10538,Jack of Hearts II,Secret,Bad,Blue,Brown,Male,Yes,1,"2007, October",New Earth,DC
10539,Sierra,Public,Good,Brown,Red,Female,Yes,8,"2006, October",New Earth,DC
10544,Frederick Cantrell,Secret,Bad,Blue,Blond,Male,Yes,3,"1984, March",New Earth,DC
10546,Jarvis Poker,Public,Bad,Blue,Purple,Male,No,3,"2010, December",New Earth,DC
10548,Joatt,Public,Good,Brown,Blond,Male,Yes,1,"2000, July",New Earth,DC
10549,Clarence McMullen,Public,Bad,White,Black,Male,Yes,3,"2005, February",New Earth,DC
10551,Kent Thurston,Secret,Good,Black,Blond,Male,No,2,"1988, May",New Earth,DC
10554,Azrael,Public,Neutral,Gold,Black,Male,Yes,37,"1985, April",New Earth,DC
10555,Elizabeth Thorne,Secret,Good,Blue,Black,Female,Yes,27,"1987, September",New Earth,DC
10557,Kako,Secret,Good,Brown,Black,Female,Yes,11,"1994, February",New Earth,DC
10558,James Jordan,Secret,Good,Yellow,Brown,Male,Yes,38,"1961, December",New Earth,DC
10560,Vicious,Secret,Bad,Black,White,Female,Yes,12,"1998, June",New Earth,DC
10561,Skyrd,Public,Good,Red,Blond,Male,Yes,3,"1981, May",New Earth,DC
10567,Harold Allnut,Public,Good,Brown,Blond,Male,No,42,"1989, December",New Earth,DC
10568,Jack Soo,Public,Good,Brown,Black,Male,Yes,13,"1986, August",New Earth,DC
10577,Charles Lane,Secret,Good,Blue,Black,Male,No,5,"1941, May",New Earth,DC
10581,Howard Crane,Secret,Bad,Brown,Brown,Male,Yes,2,"1963, May",New Earth,DC
10586,Merlyn,Secret,Bad,Black,Black,Male,Yes,54,"1971, November",New Earth,DC
10588,Richard Mehlville,Public,Good,Green,Blond,Male,Yes,23,"1942, January",New Earth,DC
10590,Iqula,Public,Good,Red,Black,Male,Yes,12,"1992, February",New Earth,DC
10593,Junior Jumbo,Public,Bad,Black,White,Male,No,1,"1978, February",New Earth,DC
10601,Scott Sawyer,Public,Good,Blue,No,Male,Yes,8,"1998, December",New Earth,DC
10605,Nabu,Public,Good,Blue,White,Male,No,69,"1941, May",New Earth,DC
10608,Cimfet Tau,Secret,Good,Black,Brown,Male,Yes,5,1986,New Earth,DC
10610,Silent Majority,Non-dual,Bad,Black,Brown,Male,No,15,"1984, September",New Earth,DC
10614,Vera Sweet,Public,Neutral,Green,Blond,Female,Yes,6,"1968, June",New Earth,DC
10617,Theresa Shane,Secret,Good,Yellow,Black,Female,Yes,7,"2010, August",New Earth,DC
10619,Thor,Public,Good,Blue,Red,Male,Yes,14,"1956, October",New Earth,DC
10621,Samuel Bradley,Public,Good,Grey,Grey,Male,Yes,213,"1937, March",New Earth,DC
10625,Tarant,Public,Good,Brown,Brown,Male,Yes,1,"1996, August",New Earth,DC
10626,Scylla,Secret,Good,Blue,Brown,Female,No,4,"1994, March",New Earth,DC
10635,Dybbuk,Public,Good,Blue,Blond,Male,Yes,5,"1990, September",New Earth,DC
10636,Tamara Fox,Public,Good,Blue,Black,Female,Yes,20,"2009, October",New Earth,DC
10652,Razer,Secret,Bad,Brown,Black,Male,Yes,4,"1993, November",New Earth,DC
10654,Sharon Scott,Public,Good,Green,Blond,Female,Yes,27,"1984, June",New Earth,DC
10660,Harold Thompson,Secret,Good,Blue,Blond,Male,Yes,86,"1938, June",New Earth,DC
10661,Leberwurst,Secret,Bad,Blue,Brown,Male,Yes,2,"1992, March",New Earth,DC
10662,Ranx,Public,Bad,Brown,Brown,Male,No,10,1986,New Earth,DC
10663,Kru-El,Public,Bad,Brown,Black,Male,No,2,"2001, April",New Earth,DC
10664,Hannu,Public,Good,White,Blond,Male,Yes,68,"1994, February",New Earth,DC
10677,Peter Malley,Secret,Bad,Black,Orange,Male,Yes,1,"1998, January",New Earth,DC
10678,Nadia,Public,Good,Hazel,Black,Female,No,17,"2006, December",New Earth,DC
10686,Louisa Falcone,Secret,Bad,Blue,Black,Female,Yes,3,"2005, February",New Earth,DC
10688,Salvo,Secret,Bad,Black,Blond,Male,Yes,1,"1994, April",New Earth,DC
10698,Keane,Public,Bad,Blue,Grey,Male,Yes,6,"2006, December",New Earth,DC
10700,Bonny Hoffman,Public,Bad,Blue,Blond,Female,Yes,28,"1997, May",New Earth,DC
10701,Mister Gilchrist,Public,Bad,White,White,Male,Yes,6,"1987, October",New Earth,DC
10704,Tor-An,Secret,Bad,Black,Brown,Male,No,3,"2009, May",New Earth,DC
10705,Tisiphone,Public,Bad,Black,Black,Female,Yes,17,"1981, October",New Earth,DC
10711,Samantha Collins,Public,Good,Blue,Red,Female,Yes,7,"2011, May",New Earth,DC
10712,Doctor Caligan,Secret,Bad,Blue,Black,Male,Yes,5,"2010, December",New Earth,DC
10713,Benjamin Hunter,Public,Good,Blue,Brown,Male,Yes,21,"1967, April",New Earth,DC
10732,Travis Clevenger,Public,Neutral,Blue,Blond,Male,Yes,12,"2004, September",New Earth,DC
10734,Daniel Paoulo,Secret,Bad,Blue,Brown,Male,No,1,"1994, May",New Earth,DC
10735,Gloria Mundi,Secret,Good,Blue,Brown,Female,Yes,7,"2001, February",Unknown,DC
10738,Diana,Public,Bad,Brown,Brown,Female,No,4,"1984, October",New Earth,DC
10739,Razorburn,Secret,Bad,Blue,Blue,Male,Yes,11,"2008, January",New Earth,DC
10741,Zor-El,Public,Good,Blue,Blond,Male,No,36,"2004, June",New Earth,DC
10742,Adam Fells,Secret,Bad,Blue,Black,Male,No,6,"1999, December",New Earth,DC
10749,William Slout,Public,Good,Blue,Grey,Male,Yes,2,"2006, October",New Earth,DC
10751,Tanker,Secret,Bad,Blue,Grey,Male,Yes,1,"1983, August",New Earth,DC
10758,Traci Thirteen,Public,Bad,Brown,Black,Female,Yes,48,"2003, February",New Earth,DC
10761,Marta,Secret,Bad,White,Brown,Female,Yes,1,"2007, August",New Earth,DC
10765,Holly McKenzie,Secret,Bad,Blue,Black,Female,Yes,7,"1989, September",New Earth,DC
10766,Ismure,Secret,Good,Brown,Brown,Female,Yes,1,"1990, June",New Earth,DC
10771,Jerry White,Secret,Neutral,Brown,Brown,Male,No,18,"1987, May",New Earth,DC
10772,Proteus,Secret,Bad,Black,Black,Male,No,3,"1984, October",New Earth,DC
10773,Kim Kimura,Public,Good,Green,Green,Female,Yes,15,"2008, August",New Earth,DC
10777,Blizzard,Secret,Bad,Brown,Red,Male,Yes,7,"1997, April",New Earth,DC
10778,Aristotle Rodor,Public,Bad,Blue,White,Male,Yes,48,"1987, February",New Earth,DC
10786,Marauder Clone,Non-dual,Bad,Violet,Black,Male,Yes,2,"1982, November",New Earth,DC
10789,Mark Mardon,Secret,Bad,Blue,Black,Male,Yes,152,"1960, January",New Earth,DC
10790,Luftwaffe,Secret,Bad,Hazel,White,Male,Yes,1,"2010, November",New Earth,DC
10792,Daniel Crown,Secret,Bad,Blue,Blond,Male,Yes,8,"1988, September",New Earth,DC
10794,Kindred Marx,Public,Good,Blue,Blond,Male,Yes,16,"1996, September",New Earth,DC
10796,Mai Miyazaki,Secret,Bad,Brown,Black,Female,Yes,11,"1989, October",New Earth,DC
10799,Mia Dearden,Secret,Good,Blue,Blond,Female,Yes,109,"2001, May",New Earth,DC
10801,Patricia Dugan,Secret,Bad,Green,Red,Female,Yes,4,"2001, September",New Earth,DC
10807,Abyssma,Public,Bad,White,Brown,Male,Yes,3,"2008, January",New Earth,DC
10808,Dean Farr,Secret,Good,Blue,No,Male,Yes,1,"1965, August",New Earth,DC
10809,Ferak,Secret,Neutral,White,Green,Female,Yes,6,"1999, July",New Earth,DC
10812,Lyndon Johnson,Public,Good,Brown,Blond,Male,Yes,1,"1967, January",New Earth,DC
10813,Audrey Lee,Public,Good,Yellow,Grey,Female,Yes,1,"1999, May",New Earth,DC
10814,Monkey-in-the-Middle,Secret,Bad,Black,Brown,Male,Yes,2,"2005, November",New Earth,DC
10815,Ubermensch,Public,Bad,Black,Black,Male,Yes,12,"1987, June",New Earth,DC
10816,Miasma,Secret,Bad,Green,Blond,Female,Yes,3,"1994, January",New Earth,DC
10819,Ariadne of Knossos,Secret,Bad,White,Black,Female,No,5,"1989, August",New Earth,DC
10823,Ishido Maad,Secret,Good,Brown,Black,Male,Yes,21,"1998, September",New Earth,DC
10824,Doctor Excess,Secret,Bad,Blue,White,Male,Yes,8,"2002, December",New Earth,DC
10825,Emma Glenn,Public,Good,Brown,Brown,Female,Yes,15,"2006, September",New Earth,DC
10826,Tusk,Public,Bad,Brown,Black,Male,No,1,"2000, January",New Earth,DC
10830,Mallah,Secret,Bad,Brown,Brown,Male,No,85,"1964, March",New Earth,DC
10831,Sasha,Secret,Good,Blue,Brown,Female,Yes,9,"2009, August",New Earth,DC
10834,Dropded,Secret,Bad,Green,Brown,Male,Yes,2,"1986, June",New Earth,DC
10837,Spear,Secret,Bad,Grey,Black,Male,Yes,1,"1983, August",New Earth,DC
10838,Raza Kattuah,Secret,Bad,Brown,Black,Male,No,9,"1987, May",New Earth,DC
10840,Arkillo,Public,Bad,Black,Black,Male,Yes,51,"2006, May",New Earth,DC
10844,William Matthews,Secret,Bad,Brown,Brown,Male,No,12,"2004, July",New Earth,DC
10847,Hellen,Public,Good,Blue,Black,Female,Yes,2,"1993, July",New Earth,DC
10852,Bruno Hogan,Public,Bad,Green,Bald,Male,Yes,1,"1981, April",New Earth,DC
10853,Unity Kincaid,Secret,Neutral,Blue,Brown,Female,No,7,"1989, January",New Earth,DC
10854,Lok Neboora,Secret,Good,Brown,Purple,Male,Yes,11,"2005, October",New Earth,DC
10856,Hurrambi Marlo,Secret,Bad,Blue,Blond,Male,No,16,"1985, March",New Earth,DC
10864,Agent Axis,Secret,Bad,Blue,Black,Female,Yes,2,"1942, December",New Earth,DC
10865,Etienne Du Vipere,Public,Bad,Green,Black,Male,Yes,11,"1993, February",New Earth,DC
10875,Lady Viper,Public,Bad,Red,Blond,Female,Yes,4,"1982, May",Earth-One,DC
10878,Acheron,Secret,Good,Yellow,Black,Male,Yes,3,"2007, April",New Earth,DC
10885,Buddy Pierce,Public,Bad,Blue,White,Male,Yes,7,"2006, May",New Earth,DC
10886,Frank Keller,Public,Good,Gold,Blond,Male,Yes,4,"1988, January",New Earth,DC
10887,Adept,Secret,Good,Blue,Grey,Male,Yes,3,"2008, May",New Earth,DC
10888,Michael Costner,Public,Good,Blue,Brown,Male,Yes,9,"2006, September",New Earth,DC
10889,Abigail Hunkel,Secret,Good,Black,Brown,Female,Yes,79,"1939, June",New Earth,DC
10894,Eugene Choi,Secret,Good,Brown,Black,Male,Yes,4,"2011, July",New Earth,DC
10907,Phobos,Public,Bad,Red,Red,Male,Yes,22,"1969, August",New Earth,DC
10908,Ming Dynasty,Secret,Bad,Brown,Blue,Male,Yes,1,"2010, December",New Earth,DC
10916,Fel Andar,Secret,Bad,Blue,Black,Male,No,4,"1992, April",New Earth,DC
10918,Umberto Maroni,Public,Bad,Brown,Brown,Male,No,5,"1999, December",New Earth,DC
10923,Joshua Dazzleby,Secret,Good,Black,Black,Male,Yes,1,"2010, August",New Earth,DC
10928,Virago,Secret,Good,Orange,White,Female,No,1,"2002, March",New Earth,DC
10935,James Slade,Secret,Good,Brown,Black,Male,No,4,"1941, February",New Earth,DC
10940,Meredith Creamer,Secret,Good,Blue,Red,Female,Yes,17,"1948, June",New Earth,DC
10942,Zanadu,Secret,Bad,Brown,Bald,Male,Yes,4,"1976, August",Earth-Two,DC
10943,Dalkriig-Hath,Public,Bad,White,Black,Male,No,4,"1996, June",New Earth,DC
10945,Mister Esper,Secret,Bad,Blue,Brown,Male,Yes,8,"1966, June",Earth-One,DC
10949,Ghrelk,Public,Good,Blue,White,Male,No,4,1986,New Earth,DC
10951,Queen of Hearts V,Public,Bad,Green,Red,Female,Yes,1,"2010, October",New Earth,DC
10952,Elizabeth Tremayne,Public,Good,Blue,Red,Female,Yes,37,"1982, July",New Earth,DC
10953,Tavis Williams,Secret,Good,Brown,Black,Male,No,18,"1983, June",New Earth,DC
10957,Shadrack Hightower,Public,Bad,Blue,White,Male,No,4,"1988, March",New Earth,DC
10958,Spinner,Public,Bad,White,Bald,Female,Yes,1,"2006, October",New Earth,DC
10961,Mister Choi,Secret,Neutral,Brown,Black,Male,Yes,5,"2006, September",New Earth,DC
10963,Ramona,Public,Good,Green,Blond,Female,Yes,2,"1992, May",New Earth,DC
10964,Lorna Shore,Secret,Good,Blue,Black,Female,Yes,6,"2007, September",New Earth,DC
10966,Blue Damsel Fly,Secret,Bad,Blue,Red,Female,Yes,2,"1983, October",New Earth,DC
10970,Memakata,Public,Good,Brown,Black,Female,Yes,15,"1963, May",New Earth,DC
10971,Pallas,Secret,Good,Brown,Black,Female,Yes,2,"1998, March",New Earth,DC
10973,Simone,Secret,Bad,Black,Bald,Female,Yes,1,"1998, September",New Earth,DC
10974,Iris Jacobs,Public,Bad,Red,Red,Female,Yes,18,"1976, April",New Earth,DC
10976,Vincent Falcone,Public,Bad,Brown,Grey,Male,Yes,1,"1997, August",New Earth,DC
10981,Cleric,Public,Good,Red,White,Male,No,11,"1989, May",New Earth,DC
10990,Terri Thirteen,Public,Good,Brown,Black,Female,Yes,1,"2006, September",New Earth,DC
10992,Great Darkness,Public,Bad,Green,Brown,Unknown,Yes,4,"1986, June",New Earth,DC
10995,Freyr,Secret,Bad,Brown,Red,Male,Yes,1,"1967, October",New Earth,DC
11000,Marita,Public,Bad,Brown,Black,Female,Yes,1,"1991, September",New Earth,DC
11005,Pedro Pe\u00f1a,Secret,Good,Brown,Black,Male,Yes,4,"2011, July",New Earth,DC
11014,Alana Dominguez,Secret,Neutral,White,Brown,Female,Yes,13,"2003, October",New Earth,DC
11015,Kettle Hole Devil,Secret,Good,Brown,No,Male,Yes,6,"1986, April",New Earth,DC
11025,Reb,Secret,Bad,Blue,Blond,Male,Yes,1,"2010, November",New Earth,DC
11029,Jaime Reyes,Secret,Good,Brown,Black,Male,Yes,164,"2006, February",New Earth,DC
11038,Kristopher Kross,Public,Bad,Blue,Brown,Male,Yes,1,"1982, May",Earth-One,DC
11041,Kit Dawn-Langman,Public,Good,Blue,Blond,Female,No,14,"1968, May",New Earth,DC
11042,Roscoe Barrow,Public,Bad,Brown,Black,Male,Yes,2,"1991, May",New Earth,DC
11046,Anthony Monetti,Public,Bad,Blue,Black,Male,Yes,7,"1996, December",New Earth,DC
11051,Big Atomic Lantern Boy,Secret,Good,Red,Blond,Male,Yes,14,"2008, August",New Earth,DC
11054,Peter Farelli,Public,Good,Black,Red,Male,Yes,11,"2008, February",New Earth,DC
11055,Deacon Dickson,Public,Bad,Brown,Brown,Male,Yes,9,"1993, October",New Earth,DC
11061,Martin Stein,Secret,Good,Brown,Grey,Male,No,138,"1978, March",New Earth,DC
11062,Clifford Zmeck,Secret,Bad,Blue,Brown,Male,Yes,69,"1988, February",New Earth,DC
11065,William Polk,Secret,Good,Blue,Brown,Male,Yes,106,"1948, February",New Earth,DC
11066,Elise Kimble,Public,Bad,Brown,Red,Female,Yes,14,"2008, April",New Earth,DC
11067,Beulah Bleak,Secret,Neutral,Black,White,Female,Yes,2,"2005, June",New Earth,DC
11069,Gorbzil Mammit,Public,Good,Hazel,Black,Male,Yes,1,"1999, August",New Earth,DC
11075,Jason Krinnski,Secret,Good,Blue,Brown,Male,Yes,2,"1987, January",New Earth,DC
11082,Ashbury Armstrong,Public,Good,Brown,Blond,Female,Yes,10,"1997, May",New Earth,DC
